"rt","stimulus","key_press","test_part","expected_response","v_cond","v_wordNum","v_colNum","v_correct","trial_type","trial_index","time_elapsed","internal_node_id","id","date","time"
"null","<span style=""color:blue"">Tuch</span>","-999","test","a","2","0","0","-999","html-keyboard-response","7","231590","0.0-4.0-1.0","602","1/13/2020","3:26:21 PM"
"736","<span style=""color:purple"">Glas</span>","68","test","d","2","2","2","1","html-keyboard-response","10","237847","0.0-4.0-1.1","602","1/13/2020","3:26:21 PM"
"794","<span style=""color:purple"">Verspätung</span>","68","test","d","1","2","2","1","html-keyboard-response","12","240099","0.0-4.0-1.2","602","1/13/2020","3:26:21 PM"
"926","<span style=""color:green"">Trauer</span>","65","test","w","1","1","1","0","html-keyboard-response","14","242355","0.0-4.0-1.3","602","1/13/2020","3:26:21 PM"
"null","<span style=""color:blue"">Unfall</span>","-999","test","a","1","0","0","-999","html-keyboard-response","17","248612","0.0-4.0-1.4","602","1/13/2020","3:26:21 PM"
"1405","<span style=""color:green"">Würfel</span>","87","test","w","2","1","1","1","html-keyboard-response","20","254872","0.0-4.0-1.5","602","1/13/2020","3:26:21 PM"
"555","<span style=""color:blue"">Unglück</span>","65","test","a","1","3","0","1","html-keyboard-response","22","257123","0.0-4.0-1.6","602","1/13/2020","3:26:21 PM"
"878","<span style=""color:blue"">Stift</span>","87","test","a","2","3","0","0","html-keyboard-response","24","259375","0.0-4.0-1.7","602","1/13/2020","3:26:21 PM"
"845","<span style=""color:purple"">Zerstörung</span>","68","main","d","1","4","2","1","html-keyboard-response","28","283848","0.0-6.0-1.0","602","1/13/2020","3:26:21 PM"
"548","<span style=""color:blue"">Diebstahl</span>","65","main","a","1","8","0","1","html-keyboard-response","30","286101","0.0-6.0-1.1","602","1/13/2020","3:26:21 PM"
"816","<span style=""color:blue"">Krankheit</span>","65","main","a","1","2","0","1","html-keyboard-response","32","288354","0.0-6.0-1.2","602","1/13/2020","3:26:21 PM"
"616","<span style=""color:purple"">Stein</span>","68","main","d","2","11","2","1","html-keyboard-response","34","290608","0.0-6.0-1.3","602","1/13/2020","3:26:21 PM"
"1406","<span style=""color:green"">Papier</span>","87","main","w","2","13","1","1","html-keyboard-response","36","292860","0.0-6.0-1.4","602","1/13/2020","3:26:21 PM"
"1041","<span style=""color:purple"">Panik</span>","68","main","d","1","7","2","1","html-keyboard-response","38","295114","0.0-6.0-1.5","602","1/13/2020","3:26:21 PM"
"692","<span style=""color:purple"">Pflanze</span>","68","main","d","2","14","2","1","html-keyboard-response","40","297367","0.0-6.0-1.6","602","1/13/2020","3:26:21 PM"
"698","<span style=""color:purple"">Prüfung</span>","68","main","d","1","13","2","1","html-keyboard-response","42","299618","0.0-6.0-1.7","602","1/13/2020","3:26:21 PM"
"null","<span style=""color:green"">Tod</span>","-999","main","w","1","12","1","-999","html-keyboard-response","44","301870","0.0-6.0-1.8","602","1/13/2020","3:26:21 PM"
"842","<span style=""color:green"">Schulden</span>","87","main","w","1","0","1","1","html-keyboard-response","47","308127","0.0-6.0-1.9","602","1/13/2020","3:26:21 PM"
"470","<span style=""color:blue"">Ebola</span>","65","main","a","1","14","0","1","html-keyboard-response","49","310379","0.0-6.0-1.10","602","1/13/2020","3:26:21 PM"
"573","<span style=""color:purple"">Hunger</span>","68","main","d","1","10","2","1","html-keyboard-response","51","312634","0.0-6.0-1.11","602","1/13/2020","3:26:21 PM"
"710","<span style=""color:blue"">Stuhl</span>","65","main","a","2","0","0","1","html-keyboard-response","53","314886","0.0-6.0-1.12","602","1/13/2020","3:26:21 PM"
"834","<span style=""color:green"">Grab</span>","87","main","w","1","9","1","1","html-keyboard-response","55","317139","0.0-6.0-1.13","602","1/13/2020","3:26:21 PM"
"1163","<span style=""color:blue"">Bombe</span>","65","main","a","1","5","0","1","html-keyboard-response","57","319393","0.0-6.0-1.14","602","1/13/2020","3:26:21 PM"
"649","<span style=""color:purple"">Kälte</span>","68","main","d","1","1","2","1","html-keyboard-response","59","321645","0.0-6.0-1.15","602","1/13/2020","3:26:21 PM"
"606","<span style=""color:purple"">Stadt</span>","68","main","d","2","5","2","1","html-keyboard-response","61","323900","0.0-6.0-1.16","602","1/13/2020","3:26:21 PM"
"752","<span style=""color:green"">Stress</span>","65","main","w","1","6","1","0","html-keyboard-response","63","326154","0.0-6.0-1.17","602","1/13/2020","3:26:21 PM"
"654","<span style=""color:purple"">Fahrzeug</span>","68","main","d","2","8","2","1","html-keyboard-response","66","332413","0.0-6.0-1.18","602","1/13/2020","3:26:21 PM"
"1348","<span style=""color:green"">Krieg</span>","87","main","w","1","15","1","1","html-keyboard-response","68","334667","0.0-6.0-1.19","602","1/13/2020","3:26:21 PM"
"815","<span style=""color:purple"">Tür</span>","68","main","d","2","2","2","1","html-keyboard-response","70","336924","0.0-6.0-1.20","602","1/13/2020","3:26:21 PM"
"980","<span style=""color:blue"">Lampe</span>","65","main","a","2","3","0","1","html-keyboard-response","72","339178","0.0-6.0-1.21","602","1/13/2020","3:26:21 PM"
"535","<span style=""color:blue"">Flasche</span>","65","main","a","2","9","0","1","html-keyboard-response","74","341432","0.0-6.0-1.22","602","1/13/2020","3:26:21 PM"
"810","<span style=""color:green"">Anker</span>","87","main","w","2","1","1","1","html-keyboard-response","76","343686","0.0-6.0-1.23","602","1/13/2020","3:26:21 PM"
"652","<span style=""color:green"">Schal</span>","87","main","w","2","4","1","1","html-keyboard-response","78","345941","0.0-6.0-1.24","602","1/13/2020","3:26:21 PM"
"497","<span style=""color:blue"">Schrank</span>","65","main","a","2","15","0","1","html-keyboard-response","80","348195","0.0-6.0-1.25","602","1/13/2020","3:26:21 PM"
"605","<span style=""color:blue"">Haus</span>","65","main","a","2","12","0","1","html-keyboard-response","82","350449","0.0-6.0-1.26","602","1/13/2020","3:26:21 PM"
"473","<span style=""color:blue"">Mord</span>","65","main","a","1","11","0","1","html-keyboard-response","84","352703","0.0-6.0-1.27","602","1/13/2020","3:26:21 PM"
"579","<span style=""color:green"">Ekel</span>","87","main","w","1","3","1","1","html-keyboard-response","86","354957","0.0-6.0-1.28","602","1/13/2020","3:26:21 PM"
"740","<span style=""color:green"">Straße</span>","87","main","w","2","10","1","1","html-keyboard-response","88","357210","0.0-6.0-1.29","602","1/13/2020","3:26:21 PM"
"600","<span style=""color:blue"">Fenster</span>","65","main","a","2","6","0","1","html-keyboard-response","90","359464","0.0-6.0-1.30","602","1/13/2020","3:26:21 PM"
"521","<span style=""color:green"">Schuhe</span>","87","main","w","2","7","1","1","html-keyboard-response","92","361716","0.0-6.0-1.31","602","1/13/2020","3:26:21 PM"
