"rt","stimulus","key_press","test_part","expected_response","v_cond","v_wordNum","v_colNum","v_correct","trial_type","trial_index","time_elapsed","internal_node_id","id","date","time"
"530","<span style=""color:blue"">Stift</span>","65","test","a","2","3","0","1","html-keyboard-response","7","22153","0.0-4.0-1.0","306","7.1.2020","19:25:33"
"921","<span style=""color:purple"">Glas</span>","68","test","d","2","2","2","1","html-keyboard-response","9","24433","0.0-4.0-1.1","306","7.1.2020","19:25:33"
"490","<span style=""color:blue"">Unglück</span>","65","test","a","1","3","0","1","html-keyboard-response","11","26703","0.0-4.0-1.2","306","7.1.2020","19:25:33"
"786","<span style=""color:green"">Trauer</span>","87","test","w","1","1","1","1","html-keyboard-response","13","28973","0.0-4.0-1.3","306","7.1.2020","19:25:33"
"667","<span style=""color:blue"">Tuch</span>","65","test","a","2","0","0","1","html-keyboard-response","15","31252","0.0-4.0-1.4","306","7.1.2020","19:25:33"
"595","<span style=""color:blue"">Unfall</span>","65","test","a","1","0","0","1","html-keyboard-response","17","33542","0.0-4.0-1.5","306","7.1.2020","19:25:33"
"766","<span style=""color:green"">Würfel</span>","87","test","w","2","1","1","1","html-keyboard-response","19","35813","0.0-4.0-1.6","306","7.1.2020","19:25:33"
"581","<span style=""color:purple"">Verspätung</span>","68","test","d","1","2","2","1","html-keyboard-response","21","38093","0.0-4.0-1.7","306","7.1.2020","19:25:33"
"407","<span style=""color:blue"">Papier</span>","65","main","a","2","0","0","1","html-keyboard-response","24","50213","0.0-6.0-1.0","306","7.1.2020","19:25:33"
"639","<span style=""color:purple"">Fahrzeug</span>","68","main","d","2","5","2","1","html-keyboard-response","26","52503","0.0-6.0-1.1","306","7.1.2020","19:25:33"
"496","<span style=""color:blue"">Krankheit</span>","65","main","a","1","14","0","1","html-keyboard-response","28","54773","0.0-6.0-1.2","306","7.1.2020","19:25:33"
"605","<span style=""color:purple"">Stein</span>","68","main","d","2","2","2","1","html-keyboard-response","30","57053","0.0-6.0-1.3","306","7.1.2020","19:25:33"
"400","<span style=""color:blue"">Pflanze</span>","65","main","a","2","6","0","1","html-keyboard-response","32","59333","0.0-6.0-1.4","306","7.1.2020","19:25:33"
"650","<span style=""color:purple"">Bombe</span>","68","main","d","1","13","2","1","html-keyboard-response","34","61598","0.0-6.0-1.5","306","7.1.2020","19:25:33"
"483","<span style=""color:green"">Stress</span>","65","main","w","1","3","1","0","html-keyboard-response","36","63863","0.0-6.0-1.6","306","7.1.2020","19:25:33"
"778","<span style=""color:green"">Anker</span>","87","main","w","2","4","1","1","html-keyboard-response","39","70159","0.0-6.0-1.7","306","7.1.2020","19:25:33"
"538","<span style=""color:blue"">Prüfung</span>","65","main","a","1","5","0","1","html-keyboard-response","41","72424","0.0-6.0-1.8","306","7.1.2020","19:25:33"
"551","<span style=""color:green"">Lampe</span>","87","main","w","2","7","1","1","html-keyboard-response","43","74693","0.0-6.0-1.9","306","7.1.2020","19:25:33"
