"rt","stimulus","key_press","test_part","expected_response","v_cond","v_wordNum","v_colNum","v_correct","trial_type","trial_index","time_elapsed","internal_node_id","id","date","time"
"745","<span style=""color:purple"">Glas</span>","68","test","d","2","2","2","1","html-keyboard-response","7","282253","0.0-4.0-1.0","601","1/11/2020","11:13:29 AM"
"746","<span style=""color:green"">Würfel</span>","87","test","w","2","1","1","1","html-keyboard-response","9","284509","0.0-4.0-1.1","601","1/11/2020","11:13:29 AM"
"663","<span style=""color:purple"">Verspätung</span>","68","test","d","1","2","2","1","html-keyboard-response","11","286763","0.0-4.0-1.2","601","1/11/2020","11:13:29 AM"
"590","<span style=""color:blue"">Unglück</span>","65","test","a","1","3","0","1","html-keyboard-response","13","289018","0.0-4.0-1.3","601","1/11/2020","11:13:29 AM"
"630","<span style=""color:blue"">Stift</span>","65","test","a","2","3","0","1","html-keyboard-response","15","291272","0.0-4.0-1.4","601","1/11/2020","11:13:29 AM"
"586","<span style=""color:blue"">Unfall</span>","65","test","a","1","0","0","1","html-keyboard-response","17","293525","0.0-4.0-1.5","601","1/11/2020","11:13:29 AM"
"423","<span style=""color:green"">Trauer</span>","87","test","w","1","1","1","1","html-keyboard-response","19","295777","0.0-4.0-1.6","601","1/11/2020","11:13:29 AM"
"416","<span style=""color:blue"">Tuch</span>","65","test","a","2","0","0","1","html-keyboard-response","21","298031","0.0-4.0-1.7","601","1/11/2020","11:13:29 AM"
"661","<span style=""color:purple"">Anker</span>","68","main","d","2","11","2","1","html-keyboard-response","24","318808","0.0-6.0-1.0","601","1/11/2020","11:13:29 AM"
"425","<span style=""color:green"">Panik</span>","87","main","w","1","12","1","1","html-keyboard-response","26","321062","0.0-6.0-1.1","601","1/11/2020","11:13:29 AM"
"580","<span style=""color:purple"">Krieg</span>","68","main","d","1","7","2","1","html-keyboard-response","28","323315","0.0-6.0-1.2","601","1/11/2020","11:13:29 AM"
"465","<span style=""color:purple"">Stress</span>","65","main","d","1","4","2","0","html-keyboard-response","30","325567","0.0-6.0-1.3","601","1/11/2020","11:13:29 AM"
