"rt","stimulus","key_press","test_part","expected_response","v_cond","v_wordNum","v_colNum","v_correct","trial_type","trial_index","time_elapsed","internal_node_id","id","date","time"
"844","<span style=""color:green"">Trauer</span>","87","test","w","1","1","1","1","html-keyboard-response","7","92688","0.0-4.0-1.0","102","13.1.2020","13:18:05"
"643","<span style=""color:blue"">Unfall</span>","65","test","a","1","0","0","1","html-keyboard-response","9","94941","0.0-4.0-1.1","102","13.1.2020","13:18:05"
"691","<span style=""color:blue"">Unglück</span>","65","test","a","1","3","0","1","html-keyboard-response","11","97195","0.0-4.0-1.2","102","13.1.2020","13:18:05"
"626","<span style=""color:purple"">Verspätung</span>","68","test","d","1","2","2","1","html-keyboard-response","13","99447","0.0-4.0-1.3","102","13.1.2020","13:18:05"
"525","<span style=""color:blue"">Tuch</span>","65","test","a","2","0","0","1","html-keyboard-response","15","101700","0.0-4.0-1.4","102","13.1.2020","13:18:05"
"684","<span style=""color:purple"">Glas</span>","68","test","d","2","2","2","1","html-keyboard-response","17","103954","0.0-4.0-1.5","102","13.1.2020","13:18:05"
"591","<span style=""color:blue"">Stift</span>","65","test","a","2","3","0","1","html-keyboard-response","19","106207","0.0-4.0-1.6","102","13.1.2020","13:18:05"
"466","<span style=""color:green"">Würfel</span>","87","test","w","2","1","1","1","html-keyboard-response","21","108463","0.0-4.0-1.7","102","13.1.2020","13:18:05"
"572","<span style=""color:purple"">Straße</span>","68","main","d","2","11","2","1","html-keyboard-response","24","123117","0.0-6.0-1.0","102","13.1.2020","13:18:05"
"450","<span style=""color:blue"">Lampe</span>","65","main","a","2","6","0","1","html-keyboard-response","26","125373","0.0-6.0-1.1","102","13.1.2020","13:18:05"
"419","<span style=""color:green"">Grab</span>","87","main","w","1","3","1","1","html-keyboard-response","28","127626","0.0-6.0-1.2","102","13.1.2020","13:18:05"
"443","<span style=""color:purple"">Kälte</span>","68","main","d","1","10","2","1","html-keyboard-response","30","129879","0.0-6.0-1.3","102","13.1.2020","13:18:05"
"498","<span style=""color:blue"">Bombe</span>","65","main","a","1","14","0","1","html-keyboard-response","32","132133","0.0-6.0-1.4","102","13.1.2020","13:18:05"
